19.65	425.262	183.302	-167.564	7.12	81.196
-0.565	401.005	220.481	171.597	-1.227	107.886
-190.858	286.626	282.019	151.477	-6.782	101.631
-2.43	237.191	302.564	-179.24	-16.138	98.064
-2.779	256.368	152.804	-170.377	-28.425	76.866
137.807	309.155	186.241	-161.222	-10.969	81.537
178.884	448.425	189.567	168.41	-24.554	170.153
163.273	435.084	275.55	-147.793	8.874	80.525
157.375	278.368	108.891	-166.574	-30.783	103.433
107.694	535.079	206.159	158.911	-12.237	-114.301
147.258	506.729	149.575	-178.553	42.774	35.135
11.582	532.295	166.544	-175.603	28.186	91.796
-37.185	554.315	162.696	170.595	32.533	92.605
-147.924	507.667	247.087	172.084	28.024	126.473
-179.839	480.888	140.547	149.168	21.503	92.519
-193.67	391.493	142.052	141.568	3.921	100.492
-86.098	458.943	215.278	-176.082	19.809	-174.488
-30.501	374.904	148.054	173.542	-3.743	89.459
-30.501	374.904	315.641	173.591	-8.858	89.454
-102.164	255.83	261.502	179.545	-16.296	87.979
-148.115	238.647	176.243	164.775	-29.53	79.566
-33.711	342.777	251.084	-178.467	-5.49	68.656
-95.262	240.606	180.319	-176.458	-31.888	74.235
115.684	298.404	142.561	-165.745	-14.563	79.764
74.328	212.849	362.353	-166.221	-14.198	82.51
210.451	360.862	232.515	-162.411	-6.838	84.743
204.675	479.274	242.901	179.638	34.218	-22.754
74.976	498.205	277.615	-176.386	20.126	40.462
73.215	524.045	131.301	-162.656	29.821	82.047
-67.888	439.295	259.784	179.026	11.378	133.909
-67.888	439.295	171.059	172.029	8.203	94.375
-156.801	453.712	308.234	172.029	8.203	94.375
-35.873	528.051	127.961	171.36	30.657	90.919
-154.117	446.919	156.31	150.575	12.485	94.522
-205.497	478.685	183.363	-153.348	27.888	-133.292
-0.052	378.843	224.807	179.985	-7.157	90.045
-134.684	361.195	199.126	169.026	-6.808	93.642
0	518.835	206.028	-180	25.138	90
-54.639	516.101	206.564	166.003	22.089	77.922
48.491	514.182	197.221	-165.058	23.781	100.991
65.905	521.702	240.679	-179.437	20.129	95.404
62.662	534.396	146.407	-177.579	33.458	69.376
-133.667	521.549	147.262	158.042	27.366	86.944
-8.687	387.396	137.569	-179.999	0	89.999
-42.906	387.372	160.666	-179.168	0.021	89.658
41.306	387.372	160.666	-179.168	0.021	89.658
22.113	388.511	163.116	-166.315	0.547	84.635
-0.381	357.653	142.019	174.515	-7.672	92.584
-44.746	334.731	151.716	162.249	-11.701	104.417
118.945	306.292	96.578	-146.177	-15.013	77.232
87.342	382.694	83.976	-165.062	-11.114	101.43
-188.284	404.295	81.476	143.917	-3.167	87.203
-151.443	373.497	172.701	143.917	-3.167	87.203
-207.159	482.389	86.844	135.912	26.431	94.591
-203.873	478.56	92.612	126.563	14.584	78.488
-14.919	526.535	97.391	-176.291	31.717	98.558
-12.902	535.002	142.841	177.012	34.923	88.527
-72.228	557.299	149.831	166.67	32.039	71.462
106.422	512.465	153.079	-173.75	37.627	46.914
161.92	476.536	102.639	-179.519	53.775	21.264
39.781	449.671	154.803	176.823	30.396	-2.039
-131.729	440.184	148.471	-169.841	35.037	-155.717
-134.583	437.939	146.318	177.487	33.734	-179.812
-48.788	431.304	127.169	169.266	4.902	97.602
-26.434	275.323	123.917	172.991	-21.657	84.319
69.709	269.827	141.857	-168.468	-15.563	70.423
41.356	256.042	170.849	-156.032	-27.38	79.199
138.81	274.947	98.18	-134.231	-25.961	81.347
187.638	404.978	65.061	-124.653	23.034	79.67
145.114	414.092	111.435	-137.137	21.3	83.422
203.374	482.901	60.923	-129.648	34.146	88.817
164.746	488.438	110.646	-131.107	25.043	94.891
2.201	522.96	140.799	-173.674	29.523	112.309
-184.799	444.139	138.203	157.523	41.954	153.744
-14.941	382.679	212.056	166.855	-3.922	99.531
-10.968	340.1	179.469	165.372	-9.866	99.754
-29.213	339.552	190.325	163.061	-6.272	115.888
-192.442	477.299	146.094	156.03	29.283	113.413
-107.927	487.082	163.318	158.287	25.034	113.061
6.106	450.763	241.464	169.597	10.646	100.957
-23.947	449.842	240.428	-170.566	7.242	101.578
-23.947	449.842	306.915	-166.256	6.345	114.671
-25.263	312.336	306.76	-173.611	-13.279	111.199
