19.65	425.262	183.302	-167.564	7.12	81.196
-0.565	401.005	220.481	171.597	-1.227	107.886
-30.501	374.904	315.641	173.591	-8.858	89.454
-0.052	378.843	224.807	179.985	-7.157	90.045
-0.381	357.653	142.019	174.515	-7.672	92.584
-44.746	334.731	151.716	162.249	-11.701	104.417
-14.941	382.679	212.056	166.855	-3.922	99.531
-25.263	312.336	306.76	-173.611	-13.279	111.199
-2.43	237.191	302.564	-179.24	-16.138	98.064
-2.779	256.368	152.804	-170.377	-28.425	76.866
-33.711	342.777	251.084	-178.467	-5.49	68.656
-95.262	240.606	180.319	-176.458	-31.888	74.235
-26.434	275.323	123.917	172.991	-21.657	84.319
137.807	309.155	186.241	-161.222	-10.969	81.537
157.375	278.368	108.891	-166.574	-30.783	103.433
115.684	298.404	142.561	-165.745	-14.563	79.764
74.328	212.849	362.353	-166.221	-14.198	82.51
74.976	498.205	277.615	-176.386	20.126	40.462
69.709	269.827	141.857	-168.468	-15.563	70.423
163.273	435.084	275.55	-147.793	8.874	80.525
210.451	360.862	232.515	-162.411	-6.838	84.743
107.694	535.079	206.159	158.911	-12.237	-114.301
-67.888	439.295	259.784	179.026	11.378	133.909
-67.888	439.295	171.059	172.029	8.203	94.375
0	518.835	206.028	-180	25.138	90
-54.639	516.101	206.564	166.003	22.089	77.922
65.905	521.702	240.679	-179.437	20.129	95.404
6.106	450.763	241.464	169.597	10.646	100.957
-23.947	449.842	240.428	-170.566	7.242	101.578
-23.947	449.842	306.915	-166.256	6.345	114.671
-147.924	507.667	247.087	172.084	28.024	126.473
-156.801	453.712	308.234	172.029	8.203	94.375
-86.098	458.943	215.278	-176.082	19.809	-174.488
-134.684	361.195	199.126	169.026	-6.808	93.642
-190.858	286.626	282.019	151.477	-6.782	101.631
-102.164	255.83	261.502	179.545	-16.296	87.979
-148.115	238.647	176.243	164.775	-29.53	79.566
